OriginalTweet,Sentiment
" Make sure he/others don't treat people like this again. When a guest in your country offers opportunity for work & international exposure, show some respect, behave professionally, ethically. & when you make a mistake, acknowledge i",Neutral
 I think you should contest elections! Seriously. You\'d win.  ,Neutral
kindly refrain from posting antagonistic language on work ,Neutral
"marvisirmed don\'t address ""Shekharji"" but jomalhotra. it\'s her piece. if she really thinks that Modi is to be cited for a differentiation with Imran Khan (on the basis of a tweet, no less) the problem is hers, not Shekhar\'s. as for what\'s happening ",Neutral
 i agree. we should have let the MoFA spox respond to the tweets of this orange-haired clown.',Neutral
". @AmeenUrRehman14 @MariumZiaKhan sure. your concern is valid. but, as i said, there are ways of ID-ing, including establishing separate rooms with female security officers.'",Neutral
" you don't need Plato's Philosopher king as PM. what you do need, however, is someone who knows enough to know that he doesn't know enough and, more importantly, that he is now the PM, not an opposition leader. ",Neutral
" @ImranKhanPTI that's my area, mate. you should read what i write! i deal with 'doing', not just 'saying'!""",Neutral
If there is any pushback from the powers-that-be then PMLN will not get a better opportunity to go in the offensive on a matter that IK and his handlers will be able to take the moral high ground on',Neutral
" PMLN needs not just the PPP, but every other party (except PTI unless they, too, get it). ",Neutral
Very important point. Understand the history and geography of Pakistan before shouting against the Parliamentary system and devolution of power to provinces. ,Neutral
"if it wants to increase productivity and output. I have been arguing for a while that Pakistan HAS to accept being a debt economy because without it there is no way we can have growth. In short, you must borrow money to create money. One thing I like about Western countries '",Neutral
" Khurram bhai, you must also ask how the heck is GOP going to pay for this Mohmand Dam that was just awarded for $3 billion? ",Neutral
Yaar @WaseemBadami get Imran Khan on your show please ,Neutral
 Do NOT fall for this patently flawed argument. ,Neutral
Yes please ! If you really like reading good stuff then do read the reviews as you would be amazed by our Desi Ranter and Ravers take on the dramas .',Neutral
 And when IK says  these kids are ours everyone got hyper .... we really really need to save these madrasa kids. This kind of torture breed only hate .',Neutral
"The only way he can prove his competence is if he will get a fair chance. Media started terming him incompetent and not the ""CM material"" even before he took oath. Cooking up stories like he can\'t read the files is unfair. Give him the breathing space. Let him prove himself. ",Neutral
"Yes, Fawad Chauhdry should be careful in what he says & all, but how else do u answer someone like Mushaidullah?",Neutral
" We should explore ever idea that helps us in managing over water scarcity, but this idea that building dams will somehow decrease water supply to Sindh is debatable. ",Neutral
"So, to plan for those 180 days, we need to:  build new dams, small or large.  improve water management. introduce modern, better, less water intensive irrigation techniques.  understand that water is precious and use it with care.'",Neutral
Now a similar campaign needs to be initiated to highlight importance of saving water. ,Neutral
"@ImranKhanPTI should take lead, come on TV, do his 'Meray Pakistanio' and ask everyone to save every drop that they can! This is third most important aspect of sorting out #PakWaterCrisis""",Neutral
"We'll need a better strategy to build dams. Sure, do ask Pakistanis for donations, but that is not going to be enough. Govt will have to find a way to generate funds from kitty. We need fund allocation and quick. There's no time to waste.""",Neutral
"Question is, do you accept that constitution? If you do, you have no right to deny rights to Pakistani citizens provided by that constitution. ",Neutral
"Dear PTI supporters/followers! From today on, you have to be Khan's fiercest critic. You cannot give Khan the leverage that you'd defend if he'd take a wrong step. Let's help Khan achieve his goal of a Naya Pakistan by keeping him on toes. You should be the TRUE opposition.""",Neutral
"My suggestion: ImranKhanPTI, BBhuttoZardari and CMShehbaz along with may be Maualana Fazal should come together in a nationally televised US like election moderated debate and should answer specific questions on their manifesto and plans.#GE2018'",Neutral
"Don't waste your money of crappy, slanderous books. Buy this instead. Shows you the corners of Pakistan people usually don't go to. A great addition to your coffee table. ",Neutral
"@anthonypermal It is true that we're finding it hard to attract investment in Diamir Bhasha dam, given it's geography. But donations aren't going to build your dams. It needs serious planning.""",Neutral
"This 'fundraising' gimmick is actually a disservice to the cause of #PakistanWaterCrisis. They've turned it into a joke, just for 15 minutes of fame. It's a serious threat & needs to be taken seriously. Stop reducing it to a popularity stunt.""",Neutral
"Should put an end to all rumors, speculations and news of disunity. ",Neutral
"Unfortunate scenes outside Banigala. Khan sahab, as per his promise, should have interviewed the candidates, heard them, should have taken them in confidence and decided the tickets.",Neutral
". @faisy816 If people are heard, are given a chance to present their case, they can be convinced with reason.",Neutral
" Instead of making decisions behind closed doors, applicants should have been invited for an audience, interviewed and heard their cases directly. ",Neutral
"Please note that the data is from the year 2005 to year 2015. In all this, PTI was in charge for only a year and a half. ",Neutral
"In simple words, Mr Hasan Nisar has suggested the respected PM @ImranKhanPTI to tell all his ministers to keep their mouths zipped.They should focus on their deliverance rather than issuing statements about opposition and other ministries.'",Neutral
"Pakistan's most important relations should be with its neighbouring countries like Afghanistan, India, Iran and China instead of the US. The US does not deserve that much importance as is given in Pakistan because our economy is not dependent on US aid.@HinaRKhar ",Neutral
PM @ImranKhanPTI should give credit to @CMShehbaz for this particular scheme. ,Neutral
PTI's Government can perform better if PM @ImranKhanPTI tell all his ministers to stay away from the media.',Neutral
"PM @ImranKhanPTIs cabinet need some crash courses to learn the etiquettes when meeting foreign dignitaries.If they can't afford to do that, then they all must watch the videos of COAS's meetings.'",Neutral
"MQM who is in alliance with PTI in Sindh, must keep one thing in mind that IF PPP's Government is brought down, PTI's CM candidate will be Mr Zulfiqar Mirza.'",Neutral
I believe Sector G-12 should be converted into a permanent #Panahgah',Neutral
If the concerned institutions cannot prove corruption against majority of the people belonging to civilian and military elite.PM of Pakistan should dismantle them immediately.',Neutral
