OriginalTweet,Sentiment
تشویشناک خبریں آ رہی ہیں کے سندھ کے قدیمی گوٹھوں میں دہائیوں سے رہنے والے لوگوں کی زمین پر قبضہ کیا جا رہا ہے. الزام ہے کے یہ کام سندھ حکومت اور بحریہ ٹاؤن باہمی اشتراک سے کر رہے ہیں. سندھ حکومت کو فوری وضاحت کرنی چاہئے. اگر حقیقت ہے تو تمام ملوث لوگوں کے خلاف کارروائی کی جائے,Neutral
الحمد للہ ایک دن میں ویکسین لگنے کی تعداد کل 2 لاکھ سے تجاوز کر گئی. لوگوں کے ریجسٹر کرنے کے رفتار میں بھی اضافہ ہوا ہے اور اب تک رجسٹر کرنے والوں کی تعداد 50 لاکھ سے تجاوز کر گئی ہے. اگر 40 سال یا اس سے زیادہ عمر ہے تو جلد رجسٹر کریں. اور ساتھ میں حفاظتی اقدامات جاری رکھیں,Neutral
ووٹ ڈالنے سے پہلے اسبلی ہال داخل ہونے سے پہلے @AliHZaidiPTI، محمد میاں سومرو ،اور MQM کے ممبرز کے ساتھ. صرف اسمبلی آ کر حکومتی اتحاد کے ممبرز اور اپوزیشن ارکان کے موڈ کو دیکھ لیں، صاف پتہ چل جائے گا کے شام کو کس کے سینیٹر منتخب ہو رہے ہیں. ,Neutral
شکایت موصول ہوئی تھیں کے کرونا ویکسین کراچی میں ہیلتھ کیئر ورکرز کے علاوہ جان پہچان والوں کو لگائ جا رہی ہیں. فوری نوٹس لیتے ہوئے آج NCOC کی ٹیم کی فیصل سلطان کی سربراہی میں سندھ حکومت کے نمائندوں سے میٹنگ میں سختی سے صرف ہیلتھ ورکرز کی ویکسینیشن کی تاکید کی گئ.,Neutral
 سینیٹ الیکشن کا ایسا نظام جس میں عوام کو نظر آئے کے منتخب نمائندوں کے ضمیر کی بولی لگ رہی ہے، جمہوریت کو کمزور کرتا ہے. شفاف سینیٹ کے الیکشن جمہوریت کو مضبوط کریں گے.,Neutral
جمہوریت کی طاقت پارلیمان اور منتخب نمائندوں کی اخلاقی قوت سے آتی ہے، کسی عسکری طاقت سے نہیں.,Neutral
.  میری درخواست ہو گی کے کرونا SOP کو ملحوظ خاطر رکھا جائے تدفین کے انتظامات کا فیصلہ کرتے ہوئے,Neutral
80٪ پاکستانی سمجھتے ہیں کے اپوزیشن کو جلسے نہیں کرنے چاہیے. 65٪ سمجھتے ہیں کے اپوزیشن زاتی مفاد کے لئے جلسے کر رہے ہیں.. ابھی بھی وقت ہے اپوزیشن ان عوام دشمن جلسوں کو بند کرے ,Neutral
نوجوان رضاکاروں کی ضرورت ہے... گلگت بلتستان میں بدترین شکست کے بعد PDM کا بوریا بستر لپیٹنے کے لئے، اور ان کا بیانیہ دفنانے کے لئے، رضاکار درکار ہیں.... #بلے_پہ_ٹھپہ,Neutral
 قائد کے مزار کی بے حرمتی کرنے پر ان کو قوم سے معافی مانگنی چاہیے ,Neutral
پچھلے دو دن  خضدار، آواران، تربت، گوادر میں گزارے . جنوبی بلوچستان کے خصوصی ترقیاتی پروگرام کے لئے ضروری تھا کے زمینی حقائق دیکھے جائیں اور مقامی لوگوں کی ترجیحات سنیں. انشاءاللہ چند ہفتوں میں وزیراعظم، ملک کے اس پسماندہ ترین علاقے کی ترقی کے لئے خصوصی پروگرام کا اعلان کریں گے.,Neutral
اللہ سب کو عید کی خوشیاں نصیب کرے. اگر ہم احتیاط سے کام لیں اور سادگی سے عید منائیں، تو انشاءاللہ عید کے بعد بھی یہ خوشی وبا کے پھیلاؤ میں تیزی کی وجہ سے پریشانی میں تبدیل نہیں ہو گی. ماسک یا کسی بھی کپڑے، چادر، دوپٹہ سے بھیڑ میں چہرہ ڈھانپے اور فاصلہ رکھیں#SOPsToSustainSuccess,Neutral
چند دن پہلے چیف سیکرٹری صاحبان سے NCOC کی میٹنگ میں غیر قانونی مویشی منڈیوں کے خلاف کارروائی کو کہا گیا تھا. پچھلے چند دن میں صوبوں اور اسلام آباد میں 500 سے زیادہ غیر قانونی منڈیاں بند کی گئی ہیں. قانون نافذ کرنے والے ادارے ہماری حفاظت کے لئے یہ کر رہے ہیں. آپ بھی تعاون کریں,Neutral
. اگر ہم عید سے پہلے بکرا منڈیوں اور بازاروں میں اور عید کے دن احتیاط نا کری تو خدانخواستہ جو کرونا کا مثبت رجحان ہے وہ ایک مرتبہ پھر منفی ہو سکتا ہے,Neutral
جون 1 سے 15 اوسط ٹیسٹ 23،403 اور جولائی 1 سے 15 اوسط ٹیسٹ 22،969. جون 1 سے 15 اوسط  کرونا کیس 5،056 اور جولائی 1 سے 15 اوسط کیس 3،097. مریضوں میں کمی عوام کے بہتر رویہ اور انتظامی اقدامات کا نتیجہ ہے ، ٹیسٹ میں کمی کی وجہ سے نہیں. احتیاط میں کمی سے وبا کا پھیلاؤ بڑھ سکتا ہے,Neutral
21 سال پہلے وطن کا دفاع کرتے ہوئے، کیپٹن کرنل شیر خان نشان حیدر اور حوالدار لالک جان  نشان حیدر شہید ہوئے . کرنل شیر خان صوابی اور لالک جان غزر گلگت بلتستان سے تعلق رکھتے تھے. خوش قسمت ہے یہ قوم جس کے ہر حصے کا رہنے والا اس پر جان نچھاور کرنے کو تیار ہے #OurMartyrsOurHeroes,Neutral
سب اہلِ وطن کو عید مبارک. اللہ آپ سب کی رمضان کی عبادت قبول کرے. وہ سب لوگ جو کراچی کے سانحہ میں جاں بحق ہوئے اور وہ جو کرونا کے مرض کا شکار ہوئے، اللہ ان سب کی مغفرت کرے. عید احتیاط سے منائے، اپنا بھی خیال رکھیں اور اپنے پیاروں کا بھی,Neutral
شاہد خاقان نے مطالبہ کیا ہے کے مجھے اور وزیراعظم کو چینی کے  والا کمیشن، ایکسپورٹ کی اجازت کے فیصلے کے بارے میں پوچھ گچھ کے لئے بلایے. کابینہ نے یہ فیصلہ ecc کی سفارش پر کیا تھا. اگر سوال ہے تو مجھ سے پوچھا جائے، وزیراعظم سے نہیں.  کمیشن سے درخواست ہے کے مجھے ظرور بلایا جائے,Neutral
تمام مسلمانوں  کو رمضان مبارک. اس مبارک مہینے میں عبادت بھی کریں اور اپنی، اپنے پیاروں اور دوسرے شہریوں کی حفاظت بھی کریں، ڈاکٹرز کے بتائے ہوئی حفاظتی اقدامات اپنا کر. اللہ ہم سب کا حامی و ناصر ہو.,Neutral
وزیراعظم کی ہدایات کے ان مشکل حالات میں کھانے کی اشیاء کی ترسیل عوام تک یقینی بنانی جائے، پر عمل کرتے ہوئے یوٹیلیٹی سٹور نے موبائل سٹور شروع کیے ہیں. آج یہ سلسلہ اسلام آباد سے شروع ہوا ہے اور انشاء اللہ جلد پورے ملک میں پھیلایا جائے گا ,Neutral
زینب الرٹ بل جو میں  نے پچھلی اسمبلی میں پیش کیا تھا لیکن اس اسمبلی کی مدت میں پاس نہ ہو سکا ،  آج پارلیمان نے متفقہ طور پر منظور کر لیا. امید ہے سینیٹ بھی اس قانون کو جلد منظور کرے گی. اس ملک کے معصوم بچوں کی حفاظت پارلیمان اور حکومت کی اوّلین زمہ داری ہونی چاہیے,Neutral
پاکستان کے قبائل ہمیشہ پاکستان کے دفاع کے لیے پاک فوج کے ساتھ کھڑے ہوئے ہیں. ان دونوں میں فاصلہ پیدا کرنے کی ہر کوشش ناکام ہو گی. قبائل کا جائز حق ان کو دلوانا حکومت اور پارلیمان کی ترجیح ہونی چاہئے. انشاءاللہ یہ حق ان کو ہر صورت ملے گا,Neutral
"اگر اس باپ کی طرح ہم مجموعی طور پر یہ فیصلہ کر لیں کے ملک کے ہر بچے کو پڑھانا ہے تو ملک کے مستقبل کو بدل سکتے ہیں
",Neutral
جنید جمشید کے گانے کے یہ الفاظ تحریک انصاف کی حکومت کے لئے مشعل راہ کا کام دے سکتے ہیں۔۔۔ہم کیوں چلیں اس راہ پر جس راہ پر سب ہی چلے۔۔۔کیوں نا چلیں اس راہ پر جس پر نہیں کوئ گیا,Neutral
 یہ ایک ماہ کی دوڑ دھوپ نصف الیکشن ہے اور باقی نصف الیکشن دن ہے۔ اس میں کوی شک نہیں کے اکثریت ووٹ عمران خان کا ہے۔ اب اس ووٹ کو ڈلوانا ہے اور پولنگ کے بعد اس ووٹ کی حفاضت کرنی ہے,Neutral
جب تک مزدور کو اپنا حق نہیں ملتا قوم ترقی نہیں کر سکتی۔,Neutral
تمام تحریک انصاف کے ساتھیوں کو یوم تاسیس پر مبارک باد ۔ اللہ کرے کے ہم کبھی یہ نا بھولیں کے یہ صرف ایک سیاسی پارٹی نہیں انصاف کی تحریک بھی ہے۔۔۔ اقتدار منزل پانے کا راستہ ہے منزل نہیں,Neutral
 نیپرا سے درخواست کے بجلی پر تین سرچارجز کی معیاد میں مزید اضافہ کیا جاے,Neutral
یہ بچے پاکستان کا مستقبل ہیں۔ ان کی تعلیم اور ہنر میں سرمایاکاری کریں، ان کو میرٹ کی بنیاد پر مقابلہ کا موقع دیں اور یہ بچے پاکستان کو دنیا کی بڑی قوت بنا دیں گے انشاللہ ,Neutral
پی ڈی ایم کو ایک ہی مشورہ ۔۔۔ شیر بنو شیر,Neutral
آج کا الیکشن ضمیرر فروشی اورنظریئے کی سیاست کے درمیان مقابلہ ہے۔ #بلے_پہ_ٹھپہ,Neutral
ہم اپنی آنے والی نسلوں کو فخر سے بتا سکیں گے کہ ھم حقیقی آزادی کی جدوجہد میں عملی طور پہ شامل تھے -14 اگست کے ساتھ 25مئ بھی منایا جاۓ گا۔ #حقیقی_آزادی_مارچ,Neutral
حق خودارادیت انسان کا بنیادی پیدائشی اور عالمی قانونی حق ہے۔یہ انسانی عظمت ووقار کےتقاضوں کاایک لازمی جزو ہے۔اسکی نفی انسانی آزادی،قدروں اوراصولوں کاانکار ہے۔,Neutral
(ن) لیگی راہنما جھوٹ کا سہارا لےکر بد نیتی پر مبنی غلط تاثر نہ پھیلائیں۔,Neutral
ملکی معاشی صورتحال پر تفصیلی تبادلہ خیال ہوا،کرونا کے  باوجود معاشی اشاریے بہتر ہیں۔معیشت، روزگار اور مہنگائی کے مسائل کو تیزی سے حل کرتے ہوئے عوام کی زندگیوں میں آسانیاں لانا ہماری حکومت کا اول وآخر مقصد اور ہدف ہے۔ ,Neutral
نااہل نالائق اور ہوس اقتدار کے مارے ٹولے کی سوچ کا اندازہ اس بیان سے لگا لیں! یہ موصوف وزیر ہیں پلاننگ کے اور یہ انتخابات سے اس قدر ڈرے ہوئے ہیں کہ آئین کو تاراج کر کے اقتدار سے چمٹا رہنا چاہتے ہیں معیشت ہاتھ سے جائے جا ملک ان کا اقتدار مسلط رہے بس اتنی خواہش ہے ,Neutral
اسلام آباد ہائیکورٹ کے باہر صحافیوں پر تشدد کی شدید مذمت کرتے ہیں، یہ فسطائ رویہ پاکستان کی ریاستی مشینری کا طریقہ کار بن چکا ہے، چیف جسٹس اسلام آباد اپنی ذمہ داری ادا کریں اور اسلام آباد پولیس کے زمہ داروں کے خلاف فوری کاروائی کی جائے,Neutral
راولپنڈی سے گرفتار درجنوں کارکنان اور زلفی بخاری،صداقت عباسی،  فیاض الحسن چوہان، چوہدری ساجد، میجر ستّی کو اب اڈیالہ ہجیل پہنچایا جا رہا ہے، کارکنان جیل کے باہر ان مجاہدین جمہوریت کا استقبال کریں,Neutral
